38,0,36,0,37,0,24,0,27,0,24,0,28,0,29,0,29,0,38,0,36,0,33,0,35,0,24,0,28,0,35,0,42,0,19,0,14,0,10,0,20,0,16,0,7,0,25,0,38,0,36,0,38,0,33,0,19,0,21,0,27,0,19,0,21,0,19,0,9,0,21,0,24,0,25,0,36,0,20,0,23,0,25,0,33,0,31,0,28,0,45,0,43,0,34,0,32,0,32,0,15,0,21,0,19,0,17,0,12,0,21,0,31,0,27,0,17,0,21,0,16,0,31,0,19,0,33,0,32,0,27,0,25,0,24,0,25,0,21,0,29,0,37,0,25,0,16,0,38,0,29,0,15,0,23,0,18,0,17,0,19,0,13,0,17,0,14,0,18,0,19,0,28,0,21,0,17,0,17,0,10,0,9,0,8,0,8,0,11,0,4,0,7,0,12,0,26,0,28,0,36,0,18,0,14,0,16,0,23,0,35,0,33,0,46,0,52,0,55,0,48,0,45,0,79,0,45,0,51,0,39,0,36,0,21,0,17,0,30,0,45,0,15,0,12,0,10,0,10,0,18,0,16,0,24,0,23,0,22,0,15,0,14,0,10,0,20,0,20,0,24,0,25,0,25,0,33,0,18,0,29,0,32,0,43,0,48,0,35,0,50,0,46,0,42,0,45,0,48,0
0,46,0,39,0,36,0,25,0,23,0,28,0,33,0,34,0,34,0,32,0,33,0,39,0,21,0,24,0,35,0,39,0,19,0,21,0,5,0,18,0,21,0,11,0,19,0,31,0,40,0,38,0,38,0,32,0,28,0,19,0,27,0,17,0,21,0,15,0,14,0,23,0,30,0,38,0,27,0,35,0,29,0,31,0,22,0,32,0,44,0,53,0,41,0,33,0,35,0,27,0,18,0,16,0,24,0,19,0,14,0,28,0,27,0,22,0,20,0,21,0,20,0,19,0,26,0,38,0,42,0,25,0,16,0,34,0,19,0,26,0,32,0,23,0,26,0,31,0,38,0,12,0,18,0,22,0,14,0,14,0,19,0,19,0,15,0,14,0,18,0,26,0,26,0,19,0,18,0,14,0,13,0,11,0,8,0,9,0,12,0,13,0,9,0,15,0,25,0,33,0,25,0,11,0,14,0,17,0,33,0,38,0,33,0,47,0,50,0,62,0,47,0,57,0,58,0,55,0,38,0,41,0,28,0,23,0,12,0,45,0,23,0,17,0,15,0,11,0,14,0,16,0,27,0,37,0,21,0,16,0,20,0,11,0,13,0,21,0,23,0,27,0,29,0,32,0,24,0,32,0,28,0,32,0,40,0,39,0,35,0,56,0,42,0,63,0,62,0,44
54,0,46,0,35,0,26,0,23,0,31,0,33,0,43,0,44,0,23,0,28,0,43,0,19,0,28,0,29,0,38,0,29,0,20,0,21,0,12,0,22,0,20,0,31,0,22,0,28,0,38,0,35,0,36,0,35,0,24,0,22,0,23,0,17,0,20,0,22,0,26,0,23,0,45,0,30,0,32,0,39,0,37,0,27,0,22,0,32,0,51,0,47,0,40,0,37,0,32,0,17,0,12,0,20,0,20,0,18,0,15,0,30,0,28,0,23,0,29,0,15,0,19,0,21,0,21,0,45,0,35,0,21,0,19,0,25,0,20,0,33,0,24,0,20,0,26,0,25,0,21,0,13,0,19,0,19,0,11,0,17,0,14,0,13,0,18,0,14,0,30,0,18,0,33,0,25,0,19,0,14,0,13,0,11,0,10,0,11,0,11,0,13,0,10,0,22,0,34,0,24,0,24,0,10,0,16,0,27,0,33,0,33,0,36,0,46,0,62,0,51,0,44,0,52,0,46,0,44,0,40,0,38,0,26,0,16,0,26,0,39,0,12,0,18,0,17,0,13,0,12,0,26,0,33,0,22,0,14,0,25,0,21,0,11,0,20,0,29,0,18,0,31,0,40,0,41,0,34,0,32,0,29,0,34,0,34,0,29,0,47,0,56,0,59,0,64,0,45,0
0,46,0,33,0,21,0,28,0,33,0,41,0,36,0,42,0,22,0,33,0,44,0,26,0,23,0,34,0,31,0,24,0,31,0,12,0,20,0,16,0,22,0,37,0,31,0,16,0,29,0,45,0,44,0,37,0,27,0,22,0,24,0,24,0,23,0,22,0,36,0,23,0,40,0,35,0,29,0,27,0,32,0,33,0,30,0,30,0,37,0,47,0,43,0,37,0,41,0,19,0,23,0,22,0,28,0,24,0,19,0,27,0,24,0,32,0,23,0,35,0,18,0,26,0,21,0,21,0,43,0,24,0,18,0,20,0,19,0,27,0,21,0,23,0,20,0,22,0,12,0,15,0,12,0,10,0,14,0,12,0,11,0,9,0,12,0,14,0,20,0,21,0,27,0,36,0,21,0,16,0,14,0,15,0,21,0,12,0,8,0,14,0,16,0,19,0,35,0,26,0,30,0,17,0,20,0,25,0,26,0,43,0,41,0,40,0,67,0,56,0,47,0,43,0,29,0,34,0,35,0,41,0,36,0,14,0,16,0,24,0,21,0,12,0,18,0,18,0,13,0,18,0,33,0,27,0,16,0,24,0,25,0,11,0,21,0,26,0,27,0,12,0,43,0,32,0,44,0,32,0,35,0,31,0,31,0,26,0,29,0,55,0,53,0,57,0,45,0,41
38,0,24,0,21,0,26,0,37,0,48,0,40,0,38,0,30,0,19,0,45,0,44,0,30,0,30,0,41,0,15,0,31,0,17,0,21,0,16,0,21,0,30,0,32,0,17,0,16,0,44,0,49,0,31,0,26,0,27,0,16,0,20,0,26,0,20,0,22,0,27,0,24,0,34,0,33,0,22,0,22,0,26,0,27,0,33,0,32,0,39,0,55,0,36,0,45,0,18,0,19,0,21,0,38,0,44,0,26,0,21,0,26,0,16,0,28,0,37,0,24,0,21,0,38,0,28,0,30,0,40,0,17,0,29,0,24,0,23,0,20,0,23,0,16,0,14,0,13,0,11,0,9,0,6,0,11,0,3,0,14,0,5,0,8,0,8,0,15,0,17,0,25,0,33,0,23,0,21,0,16,0,22,0,24,0,15,0,15,0,21,0,17,0,28,0,26,0,28,0,27,0,19,0,16,0,23,0,18,0,35,0,50,0,41,0,61,0,67,0,45,0,41,0,38,0,29,0,26,0,34,0,28,0,22,0,19,0,7,0,23,0,13,0,10,0,22,0,19,0,14,0,25,0,36,0,26,0,23,0,18,0,9,0,27,0,27,0,27,0,20,0,22,0,37,0,34,0,39,0,41,0,32,0,25,0,30,0,31,0,32,0,53,0,46,0,35,0,37,0
0,24,0,22,0,29,0,29,0,38,0,59,0,34,0,36,0,28,0,26,0,42,0,44,0,30,0,36,0,39,0,23,0,24,0,18,0,21,0,14,0,24,0,30,0,17,0,12,0,19,0,43,0,25,0,18,0,20,0,16,0,10,0,16,0,24,0,17,0,19,0,22,0,23,0,33,0,24,0,27,0,27,0,29,0,28,0,40,0,29,0,50,0,33,0,34,0,24,0,11,0,24,0,42,0,48,0,32,0,20,0,28,0,26,0,19,0,34,0,33,0,20,0,35,0,34,0,27,0,32,0,33,0,32,0,25,0,15,0,18,0,19,0,11,0,18,0,7,0,15,0,10,0,5,0,4,0,5,0,8,0,6,0,6,0,12,0,14,0,20,0,15,0,27,0,32,0,22,0,16,0,20,0,26,0,17,0,24,0,21,0,23,0,24,0,30,0,23,0,24,0,26,0,18,0,22,0,22,0,22,0,44,0,47,0,49,0,59,0,63,0,53,0,38,0,39,0,31,0,36,0,18,0,21,0,24,0,12,0,24,0,17,0,6,0,15,0,24,0,20,0,14,0,37,0,34,0,26,0,25,0,15,0,26,0,31,0,36,0,26,0,19,0,25,0,28,0,30,0,45,0,37,0,29,0,41,0,32,0,28,0,31,0,49,0,32,0,50,0,36
28,0,36,0,32,0,22,0,27,0,39,0,48,0,26,0,30,0,33,0,28,0,45,0,36,0,24,0,45,0,36,0,25,0,12,0,16,0,21,0,16,0,23,0,24,0,15,0,24,0,33,0,25,0,14,0,13,0,17,0,16,0,19,0,18,0,27,0,23,0,25,0,18,0,31,0,27,0,25,0,28,0,28,0,22,0,34,0,32,0,39,0,32,0,33,0,33,0,13,0,26,0,44,0,45,0,38,0,22,0,24,0,34,0,34,0,23,0,27,0,33,0,34,0,31,0,27,0,22,0,32,0,29,0,32,0,15,0,20,0,14,0,8,0,16,0,14,0,11,0,16,0,3,0,3,0,3,0,8,0,12,0,7,0,13,0,17,0,14,0,18,0,10,0,32,0,28,0,15,0,18,0,17,0,27,0,22,0,27,0,29,0,22,0,29,0,28,0,15,0,27,0,24,0,18,0,24,0,28,0,30,0,48,0,50,0,49,0,54,0,65,0,54,0,44,0,34,0,51,0,22,0,25,0,30,0,27,0,18,0,16,0,10,0,6,0,16,0,23,0,29,0,28,0,23,0,28,0,27,0,18,0,18,0,35,0,25,0,31,0,24,0,19,0,19,0,19,0,25,0,33,0,28,0,39,0,40,0,28,0,34,0,44,0,34,0,41,0,42,0
0,35,0,41,0,24,0,14,0,31,0,43,0,29,0,20,0,27,0,27,0,29,0,45,0,35,0,31,0,37,0,39,0,15,0,12,0,16,0,18,0,25,0,19,0,17,0,24,0,30,0,27,0,19,0,9,0,15,0,11,0,23,0,17,0,27,0,20,0,31,0,31,0,30,0,27,0,22,0,24,0,22,0,18,0,25,0,32,0,32,0,35,0,25,0,39,0,22,0,21,0,34,0,44,0,25,0,25,0,19,0,27,0,31,0,30,0,19,0,29,0,37,0,42,0,41,0,30,0,22,0,28,0,31,0,25,0,23,0,18,0,14,0,6,0,16,0,13,0,15,0,12,0,2,0,2,0,9,0,7,0,11,0,14,0,15,0,19,0,15,0,11,0,28,0,21,0,15,0,23,0,17,0,20,0,20,0,29,0,28,0,28,0,20,0,25,0,20,0,28,0,23,0,17,0,22,0,35,0,26,0,33,0,51,0,48,0,54,0,51,0,58,0,53,0,37,0,40,0,28,0,40,0,45,0,36,0,19,0,19,0,15,0,8,0,5,0,19,0,31,0,21,0,26,0,19,0,24,0,22,0,20,0,26,0,16,0,19,0,26,0,20,0,20,0,19,0,20,0,22,0,32,0,34,0,25,0,26,0,25,0,51,0,46,0,35,0,31,0,25
38,0,50,0,38,0,15,0,24,0,44,0,22,0,29,0,23,0,21,0,16,0,37,0,44,0,36,0,35,0,30,0,21,0,15,0,13,0,10,0,19,0,19,0,16,0,26,0,23,0,34,0,16,0,13,0,10,0,13,0,8,0,19,0,22,0,33,0,28,0,28,0,35,0,38,0,22,0,26,0,24,0,21,0,13,0,24,0,32,0,34,0,33,0,29,0,30,0,24,0,22,0,34,0,32,0,20,0,17,0,19,0,39,0,25,0,25,0,23,0,22,0,34,0,40,0,42,0,23,0,15,0,25,0,33,0,28,0,16,0,23,0,9,0,7,0,16,0,18,0,15,0,2,0,6,0,3,0,7,0,9,0,14,0,15,0,18,0,20,0,13,0,23,0,23,0,12,0,18,0,27,0,20,0,12,0,25,0,28,0,37,0,24,0,28,0,20,0,26,0,28,0,20,0,23,0,28,0,31,0,25,0,33,0,49,0,51,0,49,0,36,0,55,0,48,0,38,0,34,0,38,0,43,0,40,0,21,0,19,0,22,0,9,0,13,0,12,0,34,0,28,0,18,0,12,0,24,0,24,0,15,0,24,0,22,0,16,0,28,0,22,0,16,0,23,0,23,0,21,0,29,0,39,0,27,0,20,0,18,0,35,0,49,0,41,0,33,0,27,0
0,56,0,41,0,32,0,23,0,32,0,35,0,25,0,32,0,23,0,22,0,21,0,49,0,24,0,34,0,28,0,21,0,16,0,12,0,10,0,13,0,20,0,19,0,21,0,29,0,32,0,23,0,19,0,13,0,13,0,7,0,16,0,18,0,21,0,34,0,28,0,31,0,36,0,37,0,36,0,32,0,21,0,16,0,18,0,21,0,39,0,36,0,35,0,37,0,16,0,24,0,34,0,31,0,20,0,21,0,26,0,26,0,37,0,24,0,25,0,14,0,21,0,35,0,42,0,23,0,18,0,11,0,32,0,45,0,19,0,20,0,11,0,7,0,8,0,17,0,14,0,8,0,11,0,6,0,5,0,8,0,9,0,17,0,17,0,18,0,10,0,14,0,22,0,18,0,11,0,28,0,22,0,21,0,21,0,26,0,35,0,31,0,38,0,33,0,22,0,25,0,18,0,25,0,25,0,19,0,28,0,33,0,25,0,33,0,43,0,36,0,39,0,52,0,42,0,47,0,45,0,33,0,37,0,28,0,19,0,17,0,13,0,14,0,17,0,19,0,48,0,23,0,13,0,25,0,19,0,23,0,22,0,28,0,21,0,22,0,27,0,26,0,27,0,26,0,20,0,28,0,32,0,39,0,32,0,19,0,36,0,46,0,40,0,41,0,35,0,35
